Recipe_ID,Cuisine,Recipe_Name,Description
196,scandinavian-recipes,scandi-style-sausage-hash-pickled-beetroot,"Stick on the frying pan and rustle up this Scandinavian-inspired solo supper with egg, potatoes and sweet pickles"
197,scandinavian-recipes,brown-butter-boxty-blinis,Transform boxty (Irish pancakes) into blinis topped with smoked trout. Ireland meets Eastern Europe by way of Scandinavia – a perfect mash-up for Eurovision!
198,scandinavian-recipes,scandi-meatballs,Put mushroom soup to clever use in this Scandinavian-style beef meatball dish with dill sauce
199,scandinavian-recipes,scandi-smoked-salmon,"Try a Scandinavian approach to your smoked fish by adding dill, horseradish, lemon and red onion - great as part of a sharing platter"
200,scandinavian-recipes,scandi-beetroot-salmon-pasta,Eat well at work with this easy-to-prepare Scandinavian-inspired beetroot and salmon fusilli salad. It'll keep you going through the afternoon
201,scandinavian-recipes,scandi-cheese-crackers,This healthy snack is perfect for combating the 4 o'clock slump
202,scandinavian-recipes,scandinavian-roast-turkey-prune-juniper-stuffing-caramelised-apples,Adding lingonberry jam or redcurrant sauce to your Turkey cooking juices gives traditional gravy a touch of sweetness
203,scandinavian-recipes,scandi-style-flatbread,"Top these Scandinavian-inspired flatbreads with poached salmon, beetroot, capers, cucumber and yogurt for a quick and easy lunch or supper"
204,scandinavian-recipes,scandi-goats-cheese-sweet-potato-coulibiac,"Impress guests with our festive goat’s cheese, sweet potato and cranberry pie. Delicious hot or cold, it works equally well at buffets or dinner parties"
205,scandinavian-recipes,scandi-style-oysters,"Serve up a fresh batch of oysters topped with capers, dill and zingy lemon juice for a light dish everyone will enjoy. Try it as a special seafood starter"
206,scandinavian-recipes,gratin-fresh-smoked-salmon-beetroot-potatoes-dill,"Impress family and friends with our Scandinavian-inspired gratin with salmon, beetroot, potatoes and dill; a comforting bake that's perfect for entertaining"
207,scandinavian-recipes,classic-swedish-meatballs,Recreate the meatballs you've enjoyed on furniture shopping trips at home. Our quick and easy Swedish meatballs use lean pork and dill for flavouring.
208,scandinavian-recipes,apple-cream-and-cardamom-surprise,"Combine layers of stewed apple, cardamon-flavoured rye breadcrumbs and whipped cream in this Scandinavian-inspired dessert that's fabulous for a dinner party"
209,scandinavian-recipes,glogg,"Serve our warming winter glögg at a festive party or on a cosy night in. Combining red wine, orange zest, dried fruit and spices, this traditional Scandinavian drink is like Christmas in a cup"
210,scandinavian-recipes,mustardy-salmon-beetroot-lentils,"Cook a delicious gluten-free dinner in 20 minutes. Our Scandi-style salmon is served with beetroot, lentils, pumpkin seeds, capers, mustard and dill"
211,scandinavian-recipes,cured-pollack-dill-cream-radish-salad,"Tom Kerridge's elegant Scandinavian-style seafood starter, similar to the salmon dish gravadlax, is sure to impress at any dinner party"
212,german-recipes,sweet-german-dumplings,"Dessert German-style, these little dumplings, or 'dampfnudel', can be sweet or savoury. Ours are poached to perfection and bathed in vanilla custard - a comfort-food classic"
213,german-recipes,black-forest-gateau,Impress your guests with this chocolate and cherry layered cream cake. Our easy Black Forest gateau is a revamped version of a retro classic.
214,german-recipes,red-berry-fruit-compote-german-rote-grutze,"This light, fruity dessert is a German summertime staple - a mixed berry compote with custard. The fruity mix is ideal as a topping for granola or stirred through ice cream"
215,german-recipes,german-cheese-bacon-pancakes,"Be inspired by the flavours of Flammkuchen and top pancakes with smoked bacon, shallots and melted cheese to serve for Shrove Tuesday or as your next family supper."
217,german-recipes,schmarren-with-raisins,"Enjoy Diana Henry's take on the fluffy shredded German pancakes, schmarren. With added raisins and rum, it's utterly delicious served with cream"
219,german-recipes,black-forest-tart,"Sweet cocoa pastry is filled with a rich, fruity filling of chocolate and cherries in this heavenly German gateau-inspired dessert"
220,german-recipes,sausages-braised-cabbage-caraway,Caraway seeds add a sweetly aromatic note to the onion cream sauce in this German-inspired sausage and mash dinner
222,german-recipes,christmas-stollen-almonds-and-marzipan,"Nothing says Christmas like stollen with marzipan. It's a cinch to make, although it does take some time – think of it as a weekend project with the kids"
224,german-recipes,stollen-muffins,"These little cakes are filled with all the festive, fruity flavours of this classic German Christmas bake - ideal for Christmas morning or a teatime treat"
225,german-recipes,spiced-stollen-plait,"This pretty twist on a classic German Christmas bake is lightly spiced, filled with mixed dried fruit and marzipan, then dusted with icing sugar"
226,german-recipes,klump,"Try this German-inspired dish, packed with potatoes, bacon, pears and kale. It's a great way to get through leftovers – swap the bacon for ham if preferred"
227,german-recipes,ham-cheese-dutch-baby-pancake,"Revamp the Yorkshire pudding and create a savoury Dutch baby pancake, filled with ham, cheese and broccoli. Serve with our mustardy sauce dolloped on top"
228,german-recipes,dutch-baby-pancake-drunken-cherries,"These puffed up beauties are actually a sweet version of a Yorkie and are of German origin. Normally eaten for breakfast, make them dessert with boozy, syrupy cherries and ice cream"
229,german-recipes,baumkuchen,"Try your hand at making our version of German baumkuchen. Popular at Christmas, it’s also known as ‘tree cake’ because of the rings you'll see when you cut into it"
230,german-recipes,zimtsterne-cinnamon-stars,"Edd Kimber creates a version of these German spiced cookies- they're chewy, crisp and similar to an almond macaroon"
231,german-recipes,simple-sauerkraut,Try the simplest way to make classic sauerkraut using raw cabbage. This fermented food is great for your gut and goes very well with sausages and mustard
233,german-recipes,lebkuchen,"A German biscuit similar to gingerbread, lebkuchen is easy to make and a great Christmas treat"
234,german-recipes,stollen-spirals,Bake a batch of these sweet German buns over Christmas and enjoy at breakfast or teatime... or both
235,german-recipes,stollen-wreath-cake,The sweet German fruit and marzipan loaf recipe is adapted into a gorgeous wreath cake with decorative fondant holly icing and almond marzipan
236,mexican-recipes,huevos-rancheros,"Enjoy this Mexican-inspired vegetarian brunch of egg, tomato, avocado, kidney beans and cheese, on top of tortilla. It's spicy, filling and full of flavour"
237,mexican-recipes,flan,"Make this creamy, delicious flan inspired by the classic Mexican recipe – it's easy to make and can be prepared a day ahead"
238,mexican-recipes,black-bean-turkey-tinga-with-avocado-crema,"Make an easy help-yourself supper which can also be saved as a freezer dinner for another day. It's quite mild, but you can add more chipotle if you like"
239,mexican-recipes,healthier-burritos,"Add shredded cabbage, slaw or sweetcorn salsa for a more wholesome take on a Mexican favourite. Our method for making the beef chilli delivers the best results"
240,mexican-recipes,beef-enchiladas,"Serve enchiladas for a Mexican-inspired family feast. Stuffed with beef mince and black beans and topped with melted cheese, they're a guaranteed crowd-pleaser"
241,mexican-recipes,tacos-dorados-de-barbacoa,"Serve these flavour-packed lamb tacos with soured cream, avocado salsa and queso fresco. Top with finely shredded lettuce for an authentic Mexican meal"
242,mexican-recipes,sweet-spicy-carrot-tacos,"Invite friends over for taco night and let everyone build their own. The urfa chilli lends a mild, smoky, citrussy depth so it’s well worth seeking out"
243,mexican-recipes,mexican-street-corn-soup,"Serve up a bowl of this spicy Mexican soup for lunch or supper. Made with lime, green chilli and smoked paprika, it's full of interesting flavours"
244,mexican-recipes,chicken-bean-enchiladas,"A family dinner that delivers four of your 5-a-day - tender chicken, red pepper and black beans, wrapped in tortilla, baked in the oven with passata and cheese"
245,mexican-recipes,gingerbread-tres-leches-cake,"Give this Mexican-inspired cake a festive twist using ginger and cinnamon. The cake is soaked in a trio of sweetened milks, then topped with whipped cream"
246,mexican-recipes,birria-tacos,"Try Mexican-inspired beef birria tacos for dinner, a slow-cooked meat dish with chillies, tomato, onion and spices that create a wonderful, unique flavour"
247,mexican-recipes,cheesy-black-bean-quesadillas,"Inspire kids to start cooking with these easy cheesy black bean quesadillas. We've listed all the equipment they'll need, along with an easy-to-follow method"
248,mexican-recipes,mexican-fiesta-rice,"Make this tasty Mexican rice to serve a crowd. Our recipe is vegan but if everyone you're cooking for eats meat, some chopped bacon in with the onions works well"
249,mexican-recipes,easy-chicken-fajitas,"Need a simple, vibrant midweek meal the family will love? Put together these easy chicken fajitas and people can create their own masterpieces at the table"
250,mexican-recipes,spicy-beef-taco-bowl,"Get all five of your five-a-day in this Mexican-inspired spicy beef taco bowl. Full of textures and flavours, it can be partly prepped ahead"
251,mexican-recipes,mexican-tomato-rice,Enjoy this easy Mexican tomato rice as a side dish to accompany beef burritos or chilli. You can choose to make it veggie if you like by using vegetable stock
252,mexican-recipes,goat-mole-chilli-with-pickled-radishes,"Pair tender goat meat with a dark, smoky and rich mole. Don’t skimp on the accompanying pickled radishes – the sharpness really brings the dish to life"
253,mexican-recipes,tres-leches-cake,"Bake a classic Mexican tres leches cake, sometimes called milk cake, for an afternoon treat or coffee morning – it gets its name from the three types of milk used"
254,mexican-recipes,black-bean-tostadas-avocado-salsa,"For a quick veggie health-boost make this speedy supper using flavourful corn tortillas, which make a really nice change from flour tortillas"
255,mexican-recipes,pasilla-mole,"Make one of Mexico's most iconic recipes, mole, a sauce made with chillies, spices and dark chocolate. Use as a topping on enchiladas and meat"
256,mexican-recipes,best-ever-chunky-guacamole,"This is the best version of this classic guacamole dip. The ingredients are kept to a minimum, so it's as fresh-tasting as possible."
257,mexican-recipes,prawn-chorizo-quesadilla,"Pack this flavourful prawn, chorizo and chipotle filling into quesadillas to make a tasty Mexican-inspired snack or lunch. They're perfect for a light supper, too"
