Recipe_ID,Category,Recipe_Name,Preparation_Time,Cooking_Time,Image URL,Description,kcal,fat,saturates,carbs,sugars,fibre,protein,salt
87,chinese-recipes,gobi-manchurian,25 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/GobiManchurian-ad8498d.jpg?quality=90&resize=556,505","Treat friends or family to this popular Indo-Chinese starter where crispy cauliflower florets are tossed in a hot, sweet and sour sauce",354,16,1,40,12,9,9,4.14
88,chinese-recipes,stir-fried-beef-with-ginger,20 mins,8 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/04/220413_STIR_FRIED_BEEF_WITH_GINGER_AND_LEMONGRASS_0242_111-577e9d2.jpg?quality=90&resize=556,505",Forget a takeaway – make this beef and green pepper stir-fry with fragrant lemongrass and ginger instead. Marinate the beef while you prep the other ingredients,324,19,3,11,8,3,26,2.4
89,chinese-recipes,duck-in-plum-sauce-chinese-style,25 mins,42 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/06/DuckPlumSauce-a52aa5c.jpg?quality=90&resize=556,505",Try our take on a beloved Chinese takeaway dish – it's easier to recreate at home than you might think. Enjoy with steamed rice or on its own with stir-fried greens,517,32,9,27,24,3,29,4.02
90,chinese-recipes,lionhead-meatball-soup,20 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/12/Lionhead-Meatball-Soup-db03571.jpg?quality=90&resize=556,505","Enjoy these Shanghai-style mini 'lionhead' meatballs in a rich, earthy and sweet broth made with Chinese leaf and dried shiitake mushrooms",459,32,8,14,5,2,28,3.3
91,chinese-recipes,slow-roast-five-spice-pork-belly-gravy,20 mins,3 hrs,"https://images.immediate.co.uk/production/volatile/sites/30/2022/08/Slow-roast-five-spice-pork-belly-e13f4b8.jpg?quality=90&resize=556,505",Take a simple dinner shortcut for aromatic pork with Chinese five spice. Its blend of spices such as cinnamon and Sichuan peppercorns make a flavour-packed dish.,416,28,10,7,5,0,34,1.5
92,chinese-recipes,five-spice-powder,5 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2013/06/five-spice-powder-e9bc374.jpg?quality=90&resize=556,505","An ancient spice mix used in Chinese cooking that combines sweet cinnamon and cloves, fennel seeds and star anise, and tongue-tingling Sichuan pepper",0,0,0,0,0,0,0,0
93,chinese-recipes,singapore-noodles-prawns,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/singapore-noodles-09dd968.jpg?quality=90&resize=440,400","This low-fat, low-calorie version of your favourite stir-fried takeaway will be ready in 20 minutes and is packed with prawns and plenty of flavour",411,10,2,54,10,6,23,2.6
94,chinese-recipes,rainbow-fried-rice-with-prawns-fried-eggs,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/05/Rainbow-fried-rice-with-prawns-and-a-fried-egg-fbb6d16.jpg?quality=90&resize=556,505",Encourage kids to get creative in the kitchen with our rainbow fried rice recipe – it's been designed to be easy for children to follow,381,13,3,42,3,3,23,2.06
95,chinese-recipes,braised-shiitake-mushrooms-pak-choi,20 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/01/Braised-shiitake-mushrooms-and-pak-choi-ad4633b.jpg?quality=90&resize=556,505","Start your Lunar New Year celebrations with this dish of vegetables made with shiitake mushrooms, pak choi, ginger, garlic and oyster sauce",68,1,0.1,11,4,3,3,1
96,chinese-recipes,healthy-chicken-stir-fry,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/04/Healthy-chicken-stir-fry-02a0a0f.jpg?quality=90&resize=556,505","Make this nutritious, veg-packed stir-fry when you need dinner fast – and if you like a hit of spice, add some chilli to the rich peanut dressing",465,13,1,47,15,10,35,1.3
97,chinese-recipes,easy-lemon-chicken,30 mins,25 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/01/Lemon-chicken-ca35d95.jpg?quality=90&resize=556,505","Recreate a classic British Chinese takeaway dish for the home kitchen, with crispy fried chicken breast served with a fresh, tangy and moreish lemon sauce",493,5,1,55,12,2,55,1.9
98,chinese-recipes,wuxi-ribs,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/12/Wuxi-ribs-16afc42.jpg?quality=90&resize=556,505",Treat family and friends to a Chinese banquet with these wuxi ribs coated in a sweet and sour sauce. Serve with plain rice and steamed greens,501,32,10,20,17,1,33,3.6
99,chinese-recipes,black-bean-sauce,15 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/BlackBeanSauce-2051145.jpg?quality=90&resize=556,505","Find fermented soy beans in Asian supermarkets or online to make this sauce, then enjoy it in a stir-fry with steamed fish, meat, shellfish or tofu",14,1,0.1,1,0.2,0,0.5,0.34
100,chinese-recipes,egg-fried-rice,10 mins,10 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-de7762e.jpg?quality=90&resize=93,84","Make your own healthy egg-fried rice with our easy recipe. Use leftover rice, or cook and dry it on a plate before using so it doesn't stick to the wok",387,14,2,53,2,1,12,0.2
101,chinese-recipes,sichuan-chicken-wings,10 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/chicken-de7762e.jpg?quality=90&resize=440,400","Try these spicy, sticky Sichuan chicken wings at a Chinese banquet. Scatter over chopped peanuts and chilli flakes and serve as a starter or main",310,17,5,9,7,1,28,5.5
102,chinese-recipes,pork-crab-ants-climbing-trees,15 mins,5 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2021/12/Decadent-Pork-and-Crab-980495f.jpg?quality=90&resize=556,505",Make this delicious Sichuan snack made with pork and crab – its name comes from the minced pork that resembles ants climbing trees.,390,14,3,45,1,1,20,2
103,french-recipes,blood-orange-dark-chocolate-madeleines,50 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/blood-orange-madeleines-6d37a58.jpg?quality=90&resize=440,400","Best enjoyed fresh from the oven, these delicate madeleines dipped in dark chocolate and dusted with blood orange powder make a delectable dessert",122,7,4,12,8,1,2,0.1
104,french-recipes,paris-brest,50 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/12/211220231703168934.jpeg?quality=90&resize=556,505",Indulge in the regal charm of Paris-Brest – a showstopping French dessert featuring a choux pastry ring filled with luxurious hazelnut mousseline,491,37,18,31,14,2,8,0.82
105,french-recipes,flamiche,30 mins,35 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/04/Flamiche-6204ab6.jpg?quality=90&resize=556,505",Try this French dish that’s halfway between a pizza and a quiche. Crème fraîche mixed with cheese and eggs makes a tasty topping along with delicious buttery leeks,637,37,20,52,4,6,22,1.7
106,french-recipes,pain-au-chocolat,45 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/06/PainAuChoc-0ff983a.jpg?quality=90&resize=556,505","Try your hand at making these popular French breakfast pastries filled with chocolate. They're perfect served with a cup of coffee, or as a mid-morning treat",540,31,19,54,12,4,8,1.04
107,french-recipes,steak-tartare,25 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2023/09/Steak-Tartare-c0d766e.jpg?quality=90&resize=556,505","Serve this French classic with fries or a baguette. The dish showcases raw ground beef with shallot, capers and cornichons, topped with a raw egg yolk",113,6,2,1,1,1,13,0.38
108,french-recipes,pot-roast-beef-french-onion-gravy,15 mins,2 hrs and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1222463_11-7eaf5a2.jpg?quality=90&resize=440,400","Silverside and topside are cheaper and leaner cuts of meat, well-suited to slow-cooking. The stock and juices make a great sauce when combined with caramelised onions",523,17,5,21,16,8,60,0.57
109,french-recipes,crusty-baguettes,30 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/baguette-13efbe7.gif?quality=90&resize=440,400","Make fresh, French bread at home with this simple recipe - an overnight starter called a poolish gives a golden crust and chewy middle.",765,3,1,155,1,5,26,2.5
110,french-recipes,marmalade-tea-madeleines,20 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2024/09/Madeleines-7dbf650.jpg?quality=90&resize=556,505","Make these moreish madeleines for afternoon tea. Perfect served with a cuppa, they are made with nutty brown butter and have a lovely tea and toast flavour",122,7,4,13,8,0.3,1,0.2
111,french-recipes,financiers,5 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2023/09/Financiers-bfba30a.jpg?quality=90&resize=556,505","Treat family and friends to these miniature French almond cakes for afternoon tea, or take along to a coffee morning. Browning the butter adds extra nuttiness",266,19,7,19,15,0.2,5,0.06
112,french-recipes,steak-hache-pommes-frites-cheats-bearnaise-sauce,35 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/steak-hache-66f0d36.jpg?quality=90&resize=440,400","A classic French recipe of bun-less burger & chips, that can be found in every brasserie and bistro. Kids will love it and it’s easy to create together at home",816,55,25,42,3,4,36,1.9
113,french-recipes,french-toast,5 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-2161_12-e542d6a.jpg?quality=90&resize=93,84","Eggy bread, pain perdu or French toast – this classic breakfast dish has plenty of names and just as many options for toppings. We like it with fresh berries",401,29,12,26,7,1,9,0.8
114,french-recipes,macarons,35 mins,14 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-660468_11-3decc64.jpg?quality=90&resize=440,400","Edd Kimber, champion of BBC's Great British Bake Off, shares his expert knowledge for baking picture-perfect macarons",110,6,2,14,14,0,2,0.02
115,french-recipes,baked-ratatouille-goats-cheese,35 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/ratatouille_1-39936da.jpg?quality=90&resize=440,400",Transform ratatouille into a bake with a layer of cheese sauce and you won't look back. It makes a great late summer dish and delivers three of your 5-a-day,472,31,16,25,17,9,20,1
116,french-recipes,croissants,1 hr and 15 mins,18 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/croissants_0-9efd0ea.jpg?quality=90&resize=440,400","Follow James Martin's croissant recipe for this French patisserie classic. There's some advanced pastry work involved, but the results are worth it",310,19,11,29,4,1,5,0.9
117,french-recipes,madeleines,10 mins,15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2022/06/Madeleines-351c2c6.png?quality=90&resize=556,505","Rustle up these little French sponges for a bake sale or special treat. They're best eaten warm from the oven, served with coffee or tea",111,6,4,12,7,0,2,0.3
118,french-recipes,classic-crepes,10 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-27035_10-948f180.jpg?quality=90&resize=93,84",This basic batter recipe for crêpes and pancakes is a versatile foundation for either sweet or savoury fillings,84,4,2,10,1,0,3,0.06
119,french-recipes,coq-au-vin,25 mins,1 hr and 20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2012/01/coq-au-vin-3740fe3.jpg?quality=90&resize=556,505","We've made this classic French chicken casserole a little lighter than the traditional version, but it still has a rich, deep flavour",483,21,6,7,2,2,43,0.9
120,french-recipes,ultimate-french-omelette,5 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-328624_11-eca84b2.jpg?quality=90&resize=440,400","The omelette is one of the most fundamental dishes in any cook's arsenal, and this recipe will teach you how to get it right every time",396,33,14,0,0,0,24,0.95
121,french-recipes,tarte-tatin,20 mins,1 hr and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tarte-tatin-502b8b9.jpg?quality=90&resize=440,400","Dark and sticky caramel, sweet apples and crisp pastry combine to make this heavenly French dessert. And with Raymond Blanc's recipe, you can make it perfectly every time",447,24,16,52,34,2.03,4,0.4
122,french-recipes,three-cheese-souffles,20 mins,45 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1256463_9-93c0d0c.jpg?quality=90&resize=440,400","With a double layer of goat's cheese and a coating of cream, these bistro-style bakes are authentically rich",707,57,34,22,5,1,25,1.5
123,french-recipes,french-onion-soup,15 mins,55 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1239532_8-de52129.jpg?quality=90&resize=93,84",Our French onion soup is deliciously rich and easy to make at home. This savoury soup is perfect for using up a garden glut and great for dinner parties,618,27,14,59,17,9,26,2.6
124,french-recipes,chocolate-macaroons,25 mins,20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-143620_11-fb4db66.jpg?quality=90&resize=440,400",These luxurious little macarons are the perfect light hit when only chocolate will do,119,6,1,14,14,1,3,0.04
125,french-recipes,chocolate-banana-french-toast,10 mins,8 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-931471_11-08404b4.jpg?quality=90&resize=440,400",An indulgent treat for when you're in need of a sweet fix - chocolate and banana sandwiched in fried bread,648,38,21,59,38,2,16,0.9
126,french-recipes,jacks-pork-cassoulet,15 mins,2 hrs and 30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/pork-cassoulet-0876da1.jpg?quality=90&resize=440,400","Perfect for using up stray bits and pieces from the fridge, this pork and bean stew is rich, warming and cheap to prepare",501,30,11,26,6,8,28,2.1
127,greek-recipes,greek-salad,15 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-1201727_11-4026b8d.jpg?quality=90&resize=440,400","Make a fresh and colourful Greek salad in no time. It's great with grilled meats at a barbecue, or on its own as a veggie main",211,17,5,8,7,3,5,0.98
128,greek-recipes,moussaka,30 mins,2 hrs and 15 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-2681_11-461b11d.jpg?quality=90&resize=93,84","Make our easy moussaka for an instant crowd pleaser. This classic Greek dish of layered thinly sliced potato, aubergine and lamb is topped with a creamy béchamel sauce.",516,31,13,24,10,6,28,0.37
129,greek-recipes,crispy-greek-style-pie,10 mins,30 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/recipe-image-legacy-id-491503_12-f496108.jpg?quality=90&resize=440,400",A crispy Greek-style spinach and feta filo pie that you can adapt for your needs. This simple spanakopita recipe uses just five ingredients.,280,13,5,25,8,4,13,1.07
130,greek-recipes,tzatziki,10 mins,Not Available,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/tzatziki-ad43c53.jpg?quality=90&resize=440,400",Make our simple tzatziki sauce. This fresh and simple Greek dip is perfect served with toasted pitta bread for a party platter or served with slow roast lamb,44,3,2,2,2,0.31,2,0.1
131,greek-recipes,lamb-kleftiko,10 mins,5 hrs and 20 mins,"https://images.immediate.co.uk/production/volatile/sites/30/2020/08/kleftiko-51d10b9.jpg?quality=90&resize=440,400","Seal a leg of lamb in a parcel then roast it long and slow with garlic, lemon, herbs and potatoes to soak up the delicious juices",729,41,16,33,6,4,57,2.3
